case_id,variant,trial_index,sentence_type,term_years_if_fixed,imprisonment_years_equivalent,punitiveness_score_0_100,charge,verdict,warnings,error
注射案,female,100,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,119,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,110,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,106,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,114,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,104,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,101,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,113,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,131,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,111,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,115,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,107,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,130,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,102,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,114,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,128,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,109,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,106,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,122,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,117,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,111,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,100,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,113,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,112,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,104,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,115,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,108,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,129,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,119,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,112,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,121,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,117,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,123,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,101,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,128,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,116,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,123,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,132,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,125,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,118,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,126,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,133,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,140,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,116,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,105,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,120,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,124,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,139,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,126,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,142,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,102,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,135,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,132,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,129,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,137,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,120,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,142,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,134,死刑缓期二年执行,0.0,30.0,90.0,故意杀人罪,有罪,,
注射案,male,138,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,131,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,130,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,121,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,122,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,127,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,138,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,141,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,140,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,137,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,127,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,146,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,143,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,147,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,139,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,135,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,141,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,133,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,136,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,144,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,124,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,134,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,136,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,143,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,144,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,146,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,147,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,125,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,145,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,148,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,149,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,148,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,145,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,149,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,154,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,157,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,150,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,153,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,159,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,150,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,153,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,163,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,156,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,166,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,167,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,151,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,158,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,151,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,169,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,164,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,155,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,152,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,152,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,172,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,164,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,162,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,166,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,157,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
